"","date","ret","parkinson","garman_Klass","meilijson","rogers_satchell"
"1",2000-01-04,-0.0613589512042708,0.000641742244393399,0.000274146675900632,-0.021422439326556,9.55403710171685e-05
"2",2000-01-05,-0.00567215952947282,0.00117834932289278,0.00162899478220647,-0.0176484681604068,0.00171701585187013
"3",2000-01-06,-0.00341883066771481,0.000444134470313933,0.000613682970994609,-0.00308937038355358,0.000794125829647635
"4",2000-01-07,0.00455582587145199,0.000305788007059868,0.000374590238985519,-0.00607851547665605,0.000518810750083515
"5",2000-01-10,0.0202704700555425,8.66986636420479e-05,0.000119730364559937,-0.00181326386674136,0.000168695966427245
"6",2000-01-11,-0.0247806409234457,0.000585008576448365,0.00031500062414607,-0.0185137713834989,0.000178466183469649
"7",2000-01-12,-0.0184793253053159,0.000319476015839828,0.000238724687795938,-0.0121278638313984,0.000201562617214952
"8",2000-01-13,-0.00934588131414182,0.00127748108111189,0.000610559685043742,-0.0291405508573807,0.000280067503716277
"9",2000-01-14,0.013986270140943,0.000623460867233113,0.000855982127617758,-0.0068129607816406,0.000892540117468717
"10",2000-01-17,-0.0116416333035313,0.00019598291391102,0.000208187337968069,-0.0103673331319411,0.000195849132267707
"11",2000-01-18,0.00467291526304009,0.000283816933042427,0.000391359666967061,-0.011785117051888,0.000525925548789974
"12",2000-01-19,-0.00701755210045177,0.000996427746512469,0.00136231869966663,-0.0038017895776881,0.00239383306683081
"13",2000-01-20,-0.0118065013357119,0.000241073663861172,0.000121317408796263,-0.0135023644872851,6.148358185129e-05
"14",2000-01-21,-0.0119475618029433,0.000425082579853129,0.000534148291156825,-0.0105179576790055,0.00053516138317584
"15",2000-01-24,-0.00723771795073195,0.000132754979587971,0.000163801619037452,-0.00391964717759151,0.000229217315563793
"16",2000-01-26,0.0120338997760002,0.000230632912197736,0.00026378398672415,-0.00377226861044764,0.000248198690501381
"17",2000-01-27,-0.00239525118676101,0.000531903168051542,0.00069857797681156,-0.00927833239609758,0.00077132040863248
"18",2000-01-28,-0.0144929646002882,0.000169234507017871,5.33526967117585e-05,-0.0114528616192062,0
"19",2000-01-31,-0.00732609127650207,0.00021457991816993,0.000287289363815004,-0.00661352447877561,0.000294405502356351
"20",2000-02-01,0.0194181252382831,0.000211474807592197,0.000147508795544927,0.000140923002703015,0.000116136219449668
"21",2000-02-02,0.0190481624722855,9.94798954887017e-05,0.000121312804959395,-0.00413361011090842,0.000130695084090719
"22",2000-02-03,0.0415764424794663,0.000552259427894108,0.000240451339924011,0.000281133734580037,8.8429185138315e-05
"23",2000-02-04,0.0112487017821162,0.00021795064133306,0.00025326464797278,0.000227160038231871,0.000327768982079432
"24",2000-02-07,0.0155386019718679,0.00017891919733401,0.000155033350969681,-0.0035874657094626,0.000150483001605563
"25",2000-02-08,0.0131293179744649,0.000170119908704879,0.000189880677850906,0.00016916085764159,0.000234791502921294
"26",2000-02-09,-0.0219789512735404,0.000887206380831833,0.000814595271234137,-0.0240396132548137,0.000833581192838662
"27",2000-02-10,-0.0224728347806442,0.00047272112023373,0.000496954446622223,-0.0170614691380172,0.000516525355387187
"28",2000-02-11,-0.0560894406260161,0.00302003210957564,0.00276688931384043,-0.037091272171398,0.00243171043402312
"29",2000-02-14,-0.00240678080607061,0.000295876266129709,0.000354765829071683,-0.00886624401837943,0.00036298222041185
"30",2000-02-15,0.0308447027023883,0.000242210916573604,0.000198246665295855,-0.00112407067693689,0.000160360291500092
"31",2000-02-16,0.0611742449737657,0.00162580409839766,0.0012144457918853,0.0011363710727727,0.00102504731638262
"32",2000-02-17,-0.011049891463423,0.000273752110130788,0.000371904245460756,-0.0053307174105112,0.000441348160358568
"33",2000-02-18,-0.0122975029406402,0.000147872029580925,0.000204505941013818,-0.00594886773465078,0.000205114639974295
"34",2000-02-21,-0.00117051816713369,0.000464278010842808,0.00064362520478302,-0.00708350660657341,0.000681574226379002
"35",2000-02-22,-0.00446964934713465,0.000577230460789834,0.000250000430216025,-0.0203946635245736,9.06110638795908e-05
"36",2000-02-23,0.00678688239698373,0.000179719974678994,0.000249144591878891,-0.00217694588507461,0.000337467960345385
"37",2000-02-24,0.0266085062600977,0.000402242126505005,0.000465324410744238,-0.00958920175874741,0.000599035476444319
"38",2000-02-25,0.0259188059993194,0.000514829894999629,0.000453322241874297,-0.00258914447537732,0.000377075613988008
