"","volgarch_verdadeira","volgarch_garch","volgarch_sv","volgarch_gas","volsv_verdadeira","volsv_garch","volsv_sv","volsv_gas","volgas_verdadeira","volgas_garch","volgas_sv","volgas_gas"
"1",-0.00566286585763959,0.0223843906549033,0.0229207118636902,0.000522532102733062,0.00139232130854056,0.0206420986580509,0.0203383626630923,0.0004463183722684,0.010591584970401,0.0456456263736706,0.0438429934525632,0.00212422784188557
"2",-0.0240816400666558,0.0550851955077797,0.0496240646354594,0.00301048576844987,-0.0175867622613368,0.0256818752890846,0.0248305374654362,0.00078387421832459,0.0428286632158595,0.044477810162936,0.0428635099207703,0.00203761996637431
"3",-0.021453130019993,0.0233246282603569,0.0235451271428994,0.000578312137011531,0.0112125876667448,0.0236927996136925,0.0236979168199481,0.000612417408502075,-0.0224411077487921,0.0563641884016028,0.0560307703050625,0.00296744675870182
"4",-0.000163438024714681,0.0211564294737334,0.0212775943655536,0.000481067010910685,-0.00224762478851088,0.019904815483593,0.0202772760879679,0.000425552526653552,0.0230239546134088,0.0395541177527868,0.0381235437143425,0.00194712241468394
"5",-0.0113963731438521,0.0394138308751696,0.0375975411668969,0.00139253388911254,-0.0109854268008203,0.0225505059814737,0.0226044916273832,0.000513837501926268,-0.0192309392746506,0.029632853000469,0.029841907106624,0.00102293145560402
"6",-0.0329408005627026,0.0218868123689822,0.0228900697290524,0.000522788646344634,-0.014942334192266,0.0304608278910629,0.0295254328924044,0.000951263258375143,0.00407834330478477,0.0373768963386666,0.037786414170816,0.00144619363375132
"7",0.0170598130254255,0.0272146701962859,0.0273736433170882,0.000789376465115896,0.0250283050496639,0.0181798763430577,0.0169239573493345,0.00034507661158985,-0.0287508075183121,0.0382353615581435,0.038485096150615,0.00135496701830431
"8",0.0170212601609879,0.0195643942051791,0.0187696355823472,0.000381374207676922,0.0564828151448783,0.0170496853767275,0.0170600612890702,0.000312138778296589,0.0246834742188763,0.0341045929348764,0.0353566434709025,0.00121227705038748
"9",0.0180111165422702,0.0421265679598199,0.0441368080795493,0.00146539499527547,-0.0349744622733961,0.030507892675157,0.0294084696259759,0.000930104375366064,-0.0672839506872399,0.0424979644672206,0.043073735678628,0.00198304713553208
"10",0.0247671472227947,0.0263126914625587,0.0266375326612584,0.000684076405584373,-0.00678212956821499,0.0261805421622333,0.0255794432514896,0.000735651574071457,0.0329156426700647,0.0524425656910362,0.0507997711535789,0.00286195198240383
"11",-0.000379788391905089,0.0290549535925551,0.0295120677660848,0.000610614319040661,-0.0072117022532948,0.0223197633794671,0.0226028842303658,0.000503465417586064,-0.113263209621648,0.0330978423627622,0.0337068006895561,0.00116261980952906
"12",-0.0151136489222951,0.0268035187247022,0.0274862387077762,0.000782698982558243,0.0203918308107508,0.0264831054753743,0.0258485352364066,0.000779488288802567,-0.0574031915937449,0.0452497064136192,0.0445715355821927,0.00236742996145593
"13",-0.0264706268319731,0.0513361396781798,0.0492944749726334,0.00275709786979811,-0.0462109425980674,0.0212277552810881,0.0213817101100223,0.00047020959243629,-0.0375209680314861,0.0329233164022009,0.0331555914110741,0.00112133808820317
"14",0.00403505174762699,0.0208650272195973,0.01955560675979,0.000488823967253894,0.00362831834241067,0.023232479689411,0.0236852014390034,0.000530340903611516,-0.0058724738567374,0.030331876913371,0.0308553325108664,0.000930665537111654
"15",0.0542206522820589,0.0493995039262365,0.0463039203994702,0.00261707084023781,-0.00290556096818598,0.0235612967145543,0.0231700143218491,0.000562922275256905,-0.0354740611774316,0.0443114489119467,0.0439111458087102,0.00203338469630553
"16",0.00707098071172532,0.0247198390960477,0.0238668857511556,0.000665876863521927,0.00622945393431103,0.0358694370269047,0.0322952513460329,0.000884586964114508,-0.0366903217272724,0.0559211664595759,0.0541313876712604,0.00318359417891972
"17",0.00851511606681447,0.0216028283170385,0.0218496680920745,0.000481800238907258,0.0131918362913163,0.0269341184205335,0.0270241079999539,0.000759135156770203,-0.00510040450580856,0.0305204772021184,0.0315523108446747,0.000983331460831688
"18",-0.00871526973153822,0.0201720692894811,0.0196641098383052,0.000365018275231692,0.00783208122971232,0.0294200686032046,0.0299138642598256,0.000892102079476884,-0.0468436527743902,0.0505818833993984,0.047453197434818,0.00255407444675999
"19",-0.0376005908289226,0.0367100207862169,0.0368658130079936,0.0017574557596072,-0.00585215358612592,0.0202865743465875,0.0184906475550195,0.000383237456162355,-0.0372320569889659,0.0304164238647163,0.03104550527637,0.000980569998527079
"20",-0.0115510411356281,0.0222609750226751,0.0218666722343476,0.000504192048913302,0.00747115117847138,0.0203842339123256,0.020615343101465,0.000441989875712542,0.0284583291312854,0.0321848674379147,0.0325665926895516,0.0010792941259555
"21",0.0108228738266684,0.0373032277480373,0.0360514733037783,0.00135059478596792,-0.00393244403378654,0.0165543179066783,0.0136559997062636,0.000262287297282802,-0.0165657277024425,0.0342168952520583,0.033554426781855,0.00113993397766352
"22",-0.0188268887277342,0.0377208030285346,0.0361357840615947,0.00143224180772998,-0.000754013770534273,0.0416354691585307,0.0402603198180228,0.00167223897502393,0.0151383644975634,0.033221404968164,0.0339392868484245,0.00111762786215245
"23",-0.0149179549446093,0.0196390641485718,0.0196598068911699,0.000375089445567646,-0.0103454900457614,0.0242554313193425,0.0240258998260668,0.000603257984415469,-0.0211646134426422,0.0298090349000399,0.0298981116462248,0.000896417269097968
"24",0.0368095758898154,0.0373447883110307,0.0388643406567658,0.00162368081001914,0.0181529876641959,0.0521588968601937,0.0446024615836291,0.0022824745410108,-0.0101061577813636,0.0319714863168125,0.0328090617200844,0.00109972059206447
"25",0.0324393682881811,0.0237755268492515,0.0243177332297355,0.000577991184487732,0.0137803090537681,0.0178566482214218,0.0187417993292892,0.000328117413526214,0.0233191098965966,0.0403642774066552,0.0407366302497798,0.00165107955004823
"26",0.0207602038192669,0.0288235493603645,0.0290663589992849,0.000842563405649735,-0.0557952217884849,0.0196511911936087,0.0195919590120959,0.000389406969744588,-0.01412998595781,0.0355351938916296,0.0359686475473783,0.00133789800122873
"27",0.0289642855447337,0.0242842614132703,0.0250688941150372,0.000611594479775458,0.0153253042234846,0.0158688780831135,0.0160613863108604,0.000277482176263385,0.0394854016087784,0.044469985930507,0.0442335348644654,0.00203308200406076
"28",-0.0268350768581334,0.0303675031890039,0.0300445407350178,0.000895638636954023,0.0456951857435203,0.0223549260353554,0.021859160356683,0.000509718297857475,-0.0255915474991183,0.0317254686710158,0.0308370554354841,0.000957893503091127
"29",-0.0191444719659339,0.0204163180346079,0.020345190319121,0.00041349121068172,-0.0173853526632064,0.027563632880449,0.0267775733485873,0.000732794186681616,0.0480547761080212,0.0274031104218217,0.02591437668293,0.000956740570338463
"30",-0.051079953750222,0.0314907296797131,0.0313051519760782,0.00112193184024619,0.0075920332630882,0.0249505116169224,0.0247319306837011,0.000636822038367913,0.00385769752458962,0.0386369624942529,0.0398526236200039,0.00150597511392559
"31",-0.000257479539806219,0.0207682882044177,0.0205517378852453,0.000413223167918307,-0.0190236864787899,0.0340622419541892,0.032813079619816,0.00145335199698972,-0.00864957646373938,0.0317285538781238,0.032381800868177,0.00100672943819001
"32",-0.00501653628036811,0.0212756117540654,0.0199565802925731,0.000497133790700389,-0.00169841715387417,0.0214652820690258,0.0220182060012581,0.000726486475236916,0.0464902333715227,0.0541897386771696,0.0488189820421819,0.002975376486146
"33",-0.013308213325057,0.0226808894161246,0.0232732927722137,0.000525553213879615,-0.0364659418795131,0.0511296509394151,0.0434757401457398,0.00259969922540398,-0.0173754706832361,0.0417674051353043,0.0401114806598396,0.00222305963564272
"34",0.0025674327984137,0.0169360219406469,0.0170296417227601,0.000281476060782025,-0.0353280182219464,0.024189567251786,0.0242183996542148,0.000595125423638314,0.0309481376574701,0.0342085370479571,0.0349282326592293,0.00120048673603992
"35",-0.0395050446064899,0.0201980042635862,0.0214242618297444,0.000363664499851806,0.00309549128200317,0.0167260373387392,0.0157753276997101,0.00031355486351742,0.0342576640876314,0.0422994436335749,0.0420737535250453,0.00192265329806982
"36",0.0398745636527069,0.029617400442886,0.0301581247312507,0.00087029395513716,0.0441180312796594,0.0226637099032139,0.0219879813499299,0.000570835512275388,-0.0330476506144654,0.0503163173361488,0.0482014201729825,0.00249060678596303
"37",-0.0275694438375506,0.0283829706833673,0.0299057899224881,0.000633068190966078,-0.0102631743830572,0.0243451366950372,0.024046049378504,0.000656502507298802,0.012480614725807,0.032980099310886,0.0335153225069308,0.00110530387827139
"38",-0.0014635550482215,0.0264086666951403,0.0265957055649951,0.000733467942627753,0.00968498550020531,0.0188272665471074,0.0186216772468627,0.000361503702545217,0.0468550068725377,0.0279159835407446,0.0280311104690351,0.000809628071472366
